Content	Label
Assertion The density of water remains constant as it is cooled from room temperature until its temperature reaches ( 4^{circ} C ) Reason  Below ( 4^{circ} C ),the density increases. A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion c. Assertion is correct but Reason is incorrect D. Both Assertion and Reason are incorrect	Physics
( N a_{2} C_{2} O_{4} ) and ( K H C_{2} O_{4} . H_{2} C_{2} O_{4} ) are mixed in such a proportion by weight that the normality of the resulting solution as a reducing agent is 3.62 times the normality as an acid. What is the proportion? [Multiply your answer by 100].	Chemistry
Let ( boldsymbol{R}={(1, mathbf{3}),(2,2),(3,2)} ) and ( boldsymbol{S}= ) {(2,1),(3,2),(2,3)} be two relations on ( operatorname{set} A={1,2,3} . ) Then ( R_{0} S ) is equal A ( cdot{(2,3),(3,2),(2,2)} ) B . {(1,3),(2,2),(3,2),(2,1),(2,3)} c. {(3,2),(1,3)} D. {(2,3),(3,2)}	Maths
If ( theta ) be the angle between the vectors ( i+ ) ( j ) and ( j+k, ) then ( theta ) is ( mathbf{A} cdot mathbf{0} ) в. ( pi / 4 ) c. ( pi / 2 ) D . ( pi / 3 )	Maths
The food stocks in a hostel are sufficient for 1200 students for 20 days If 400 more students joined the hostel, the stocks just for ... days. A ( cdot 12 ) B. 15 ( c cdot 18 ) D. 2	Maths
A cell sends a current through a resistance ( R ) for time ( t ; ) next the same cell sends current through another resistance ( r ) for the heat is developed in both the resistance, then the internal resistance of the cell is: A. ( (R+r) / 2 ) в. ( (R-r) / 2 ) c. ( sqrt{R r} ) D. ( sqrt{R r} / 2 )	Physics
Some gaseous equilibrium are following: ( boldsymbol{C O}+boldsymbol{H}_{2} boldsymbol{O} stackrel{boldsymbol{K}}{rightleftharpoons} boldsymbol{C O}_{2}+boldsymbol{H}_{2} ) ( 2 C O+O_{2} stackrel{K_{1}}{rightleftharpoons} 2 C O_{2} ) ( 2 H_{2}+O_{2} stackrel{K_{2}}{rightleftharpoons} 2 H_{2} O ) then find out the relation between equilibrium constants :- A ( cdot K=K_{1} K_{2} ) B. ( K=left(K_{1} K_{2}right)^{2} ) C . ( K=left(K_{1} K_{2}right)^{-1 / 2} ) D. ( K=left(K_{1} / K_{2}right)^{1 / 2} )	Chemistry
A uniform sphere of radius ( boldsymbol{R} ) is placed on a smooth horizontal surface and a horizontal force ( boldsymbol{F} ) is applied on it at a distance ( h ) above the centre. The acceleration of the centre of mass of the sphere is A. maximum when ( h=0 ) B. maximum when ( h= ) R c. maximum when ( h=R / 2 ) D. independent of ( h )	Physics
Assertion ( operatorname{Let} boldsymbol{A}={1,2,3,4,5} rightarrow B= ) {1,2,3,4,5} then number of one-one mapping from ( boldsymbol{A} ) to ( boldsymbol{B} ) such that ( boldsymbol{f}(boldsymbol{i}) eq ) ( j ) is equal to ( 44(1 leq i leq 5,1 leq j leq 5) ) Reason The number of dearrengement of ( n ) object is given by ( n !left{1-frac{1}{1 !}+frac{1}{2 !}-frac{1}{3 !}+ldots+frac{(-1)^{n}}{1 !}right} ) A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion c. Assertion is correct but Reason is incorrect D. Both Assertion and Reason are incorrect	Maths
Find the distance of the point (2,12,5) from the point of intersection of the line ( vec{r}=2 hat{i}-4 hat{j}+2 hat{k}+lambda(3 hat{i}+4 hat{j}+2 hat{k}) ) and the plane ( vec{r}(hat{i}-2 hat{j}+hat{k})=0 )	Maths
A charged drop of radius ( 1.92 mathrm{mm} ) is kept stationary by the application of an electric field of ( 1.65 times 10^{6} mathrm{N} / mathrm{C} ) in Millikans oil drop experiment. The charge, if the density of oil is 920 ( K g / m^{3}, ) is A ( cdot 1.72 times 10^{-18} ) В. ( 16.2 times 10^{-19} ) c. ( 1.82 times 10^{-17} ) D. ( 1.92 times 10^{-17} )	Physics
For a given number, find the smallest whole number by which it should be divided so as to get a perfect square. 2925	Maths
( boldsymbol{f}: boldsymbol{R} rightarrow boldsymbol{R}, boldsymbol{g}: boldsymbol{R} rightarrow boldsymbol{R} ) and ( boldsymbol{f}(boldsymbol{x})=sin boldsymbol{x} ) ( boldsymbol{g}(boldsymbol{x})=boldsymbol{x}^{2} ) then ( boldsymbol{f o g}(boldsymbol{x})= ) A ( cdot x^{2}+sin x ) B. ( x^{2} sin x ) ( mathbf{c} cdot sin ^{2} x ) ( D cdot sin x^{2} )	Maths
How many angles in the given figure are less than a right angle? ( k ) A .2 B. 3 ( c cdot 4 ) D. 5	Maths
In isomeric alkyl halides: A. the branch chain isomer have relatively high boiling point as compared to its straight chain isomer B. the branch chain isomer have relatively low boiling point as compared to its straight chain isomer C. the branch chain isomer boiling point equal to its straight chain isomer D. none of these	Chemistry
A particle is located at ( (3 m, 4 m) ) and moving with ( overrightarrow{boldsymbol{v}}=(4 hat{boldsymbol{i}}-boldsymbol{3} hat{boldsymbol{j}}) boldsymbol{m} / boldsymbol{s} . ) Find its magnitude of angular velocity about origin at this instant in rad/sec	Physics
Examples of Iyophilic colloids are: This question has multiple correct options A. albumin в. RВС c. smoke D. metalsulphide	Chemistry
How should people wearing spectacles work with a microscope? A. They should keep on wearing their spectacles B. They should never use the microscope C. They should take off their spectacles D. They may either put on their spectacles or they may take off their spectacles	Physics
( begin{array}{ccc}(boldsymbol{b}+boldsymbol{c})^{2} & boldsymbol{a}^{2} & boldsymbol{a}^{2}  boldsymbol{b}^{2} & (boldsymbol{c}+boldsymbol{a})^{2} & boldsymbol{b}^{2}  boldsymbol{c}^{2} & boldsymbol{c}^{2} & (boldsymbol{a}+boldsymbol{b})^{2}end{array} mid= )	Maths
Convert given percents to decimal fractions and also to fractions in simplest forms: ( mathbf{2 5 %} )	Maths
Boron can not form more than 4 bonds because: This question has multiple correct options A. of unavailability of d-orbitals B. of unavailabilty of empty p-orbitals C. Boron is so smaller D. it does not have more valence electrons	Chemistry
Two molecules indicated below are capable to intramolecular H-bonding. Which is likely to form more stable hydrogen bonds? ( A ) B. II C. Both are equally capable D. Cannot be predicted	Chemistry
Assertion Element can form different compound. Reason  Any substance that contains only one kind of an atom is known as an element. A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion C. Assertion is correct but Reason is incorrect D. Both Assertion and Reason are incorrect	Chemistry
(i) What is main difference between electromagnetic waves theory and Planck's quantum theory. (ii) Which rule is violated in the following orbital diagram:	Physics
Solve the following pair of linear equations by the substitution method. (i) ( boldsymbol{x}+boldsymbol{y}=mathbf{1 4} ; boldsymbol{x}-boldsymbol{y}=mathbf{4} ) (ii) ( s-boldsymbol{t}=mathbf{3} ; frac{boldsymbol{s}}{mathbf{3}}+frac{boldsymbol{t}}{mathbf{2}}=mathbf{6} ) (iii) ( 3 x-y=3 ; 9 x-3 y=9 ) (iv) ( 0.2 x+0.3 y=1.3 ; 0.4 x+0.5 y= ) ( mathbf{2 . 3} ) (v) ( sqrt{mathbf{2}} boldsymbol{x}+sqrt{mathbf{3}} boldsymbol{y}=mathbf{0} ; sqrt{mathbf{3}} boldsymbol{x}-sqrt{mathbf{8}} boldsymbol{y}=mathbf{0} ) (vi) ( frac{mathbf{3} boldsymbol{x}}{mathbf{2}}-frac{mathbf{5} boldsymbol{y}}{mathbf{3}}=-mathbf{2} ; frac{boldsymbol{x}}{mathbf{3}}+frac{boldsymbol{y}}{mathbf{2}}=frac{mathbf{1 3}}{mathbf{6}} )	Maths
Which of the following applications is not based on use of ICs? A. Microprocessor chip. B. Laptops and personal computers. c. Mobile phones. D. Transformers	Physics
Assertion Adsorption is exothermic and spontaneous inspite of the fact that adsorption is accompained with decrease in entropy. Reason The factor ( T Delta S ) is lesser than ( Delta H ) A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion c. Assertion is correct but Reason is incorrect D. Assertion is incorrect but Reason is correct	Chemistry
If ( mathrm{K} ) for the reaction ( boldsymbol{H}_{2}+boldsymbol{I}_{2} rightleftharpoons 2 boldsymbol{H} boldsymbol{I} ) is equal to 45.9 at ( 450^{circ} mathrm{C} ) and 1 mole of each ( boldsymbol{H}_{2} ) and ( boldsymbol{I}_{2} ) are introduced into a ( mathbf{1} ) liter box at same temperature, what will be the expression for ( mathrm{K} ) at equilibrium? A ( cdot frac{left[x^{2}right]^{2}}{[1-x][1-x]} ) В. ( frac{left[2 x^{2}right]^{2}}{[1-x][1-x]} ) c. ( frac{left[2 x^{2}right]^{2}}{[x][x]} ) D. ( frac{[1-x][1-x]}{left[2 x^{2}right]} ) E ( cdot frac{[1-x][1-x]}{left[x^{2}right]^{2}} )	Chemistry
n tne Tlgure (IIVIAGE (a) ( operatorname{Is} angle 1 ) adjacent to ( angle 2 ? ) (b) ( operatorname{ls} angle A O C ) adjacent to ( angle A O E ) ? (c) Do ( angle C O E ) and ( angle E O D ) from linear pair? (d) Are ( angle B O D ) and ( angle D O A ) supplementary? (e) is ( angle 1 ) vertically opposite to ( angle 4 ? ) (f) What is the vertically opposite angle of ( angle 5 ? )	Maths
The length of vector AG is? A ( . sqrt{17} ) в. ( frac{sqrt{51}}{3} ) c. ( frac{sqrt{51}}{9} ) D. ( frac{sqrt{59}}{4} )	Maths
Excess ( F_{2}(g) ) reacts at ( 150^{0} mathrm{C} ) and 1.0 ( operatorname{atm} ) pressure with ( B r_{2}(g) ) to give a compound ( B r F_{n} . ) What is n? [Atomic mass ( mathrm{Br}=80, mathrm{F}=19] )	Chemistry
Imagine an atom made up of proton and a a hypothetical particle of double the mass of the electron but having the same charge as the electron. Apply the Bohr atom model and consider all possible transitions of this hypothetical particle to the first excited level. The longest wavelength photon that will be emitted has wavelength ( lambda ) (give in term of the Rydberg constant R for the hydrogen atom) equal to ( A cdot 9 / 5 R ) B. 36/5 R c. ( 18 / 5 ) R D. 4/ R	Physics
( boldsymbol{C H}_{3}-boldsymbol{C H}left(boldsymbol{C H}_{3}right)-boldsymbol{C H}left(boldsymbol{C}_{6} boldsymbol{H}_{5}right)- ) ( N H_{2} ) The IUPAC name of the compound is : A. ( 1- ) Amino -1 - phenyl - 2 - methyl propane B. 2- Methyl-1- phenyl propan-1 - amine c. 2- Methyl-1- amino -1 - phenyl propane D. 1- -Isopropyl -1 - phenyl methyl amine	Chemistry
The values of he equation afor which both the roots of the equation ( (a- ) 6)( x^{2}=a(x-3) ) are positive are given by в. ( left(0, frac{72}{11}right) ) c. ( left(6, frac{72}{11}right) ) D. ( left(frac{72}{13}, 6right) )	Maths
The electromagnetic waves do not transport A. energy B. charge c. momentum D. information	Physics
What is the molecular mass of glucose ( C_{6} H_{12} O_{6} ) molecule up to 6 significant figures? A. 0180.16 B. 180.16 c. 180.1620 D. 180.162	Chemistry
( operatorname{Let} boldsymbol{f}(boldsymbol{x})=left{begin{array}{l}mathbf{1}+|boldsymbol{x}|, quad boldsymbol{x}<-mathbf{1}  {[boldsymbol{x}], quad boldsymbol{x} geq-mathbf{1}}end{array} ) where right. denotes the greatest integer function, Find ( boldsymbol{f}{boldsymbol{f}(-mathbf{2 . 3})} )	Maths
( H_{2} O_{2} ) has the higher boiling point than water due to stronger hydrogen bonding A. True B. False	Chemistry
Darwin was most influenced by : A. Lamarck's theory of acquired characters B. Weisman's theory of origin of species C. Wallace's theory of origin of species D. Essay on Population by Malthus	Biology
Rearrangement of carbon skeleton of substrate is possible in which of the following reactions? ( boldsymbol{S}_{N} mathbf{1}, boldsymbol{S}_{N} mathbf{2}, boldsymbol{E} mathbf{1}, boldsymbol{E} mathbf{2}, boldsymbol{E} mathbf{1} mathbf{c} mathbf{B}, boldsymbol{S}_{N} mathbf{2} operatorname{Th}, boldsymbol{S}_{N} mathbf{2} ) Ar, EAS(Electrophilic aromatic substitution), electrophilic addition on alkenes, free radical substitution of alkanes.	Chemistry
Helium is used in balloons in place of hydrogen because it is: A. Incombustible B. Lighter than hydrogen c. Radioactive D. More abundant than hydrogen	Chemistry
The ( 4^{t h} ) term of A.P. is 22 and ( 15^{t h} ) term is ( 66 . ) Find the first term and the common difference. Hence find the sum of the series to 8 terms.	Maths
In the given reaction, ( boldsymbol{K}_{2} boldsymbol{C r}_{2} boldsymbol{O}_{7}+ ) ( boldsymbol{X} boldsymbol{H}_{2} boldsymbol{S} boldsymbol{O}_{4}+boldsymbol{Y} boldsymbol{S} boldsymbol{O}_{2} rightarrow boldsymbol{K}_{2} boldsymbol{S} boldsymbol{O}_{4}+ ) ( boldsymbol{C r}_{2}left(boldsymbol{S O}_{4}right)_{3}+boldsymbol{Z H}_{2} boldsymbol{O} . ) Find ( mathbf{X}, mathbf{Y} ) and ( mathbf{Z} )	Chemistry
What are the characteristics of the following colloids? Give one example of each (i) Multimolecular colloids (ii) Lyophobic sols (iii) Emulsions	Chemistry
Urea on reacting with water gives: A . ( N H_{3} ) в. ( N_{2} O_{3} ) c. ( H N O_{2} ) D. ( H N O_{3} )	Chemistry
How is the unit bar related to the S.I. unit pascal? A . ( 1 b a r=10^{5} ) pascal B. 1pascal = 10 ( ^{5} ) bar c. ( 1 b a r=10 ) pascal D. ( 1 b a r=1 ) pascal	Physics
The electromagnetic waves travel in free space with the velocity of A. Sound B. Light c. Greater than that of light D. Greater than that of sound	Physics
Identify the incorrect statement(s) with respect to ( mathbf{C O} ) : This question has multiple correct options A. it combines with water to give carbonic acid. B. it combines with haemoglobin of the blood. C. it is a powerful oxidising agent. D. ( mathrm{CO} ) is weak field ligand.	Chemistry
The sum of a series of terms in A.P. is 128. If the first term is 2 and the term ids ( 14, ) find the common difference.	Maths
Work done in moving an object through an equipotential surface is A. Positive B. Negative c. zero D. Depends on the field direction	Physics
A student takes 2 mL acetic acid in a dry test tube and adds a pinch of sodium hydrogen carbonate to it. He makes the following observations: I. A colourless and odourless gas evolves with a brisk effervescence. II. The gas turns lime water milky when passed through it. III. The gas burns with an explosion when a burning splinter is brought near ¡t IV. The gas extinguishes the burning splinter that is brought near it. The correct observations are: A. ।, , I, and III B. II, III and IV c. ॥ा, Iv and । D. IV, I and II	Chemistry
Cross bridges between actin and myosin is broken up by A. Hydrolysis of AP B. Binding of ATP to the myosin head c. Binding of calcium to the subunit of troponin D. Exposure of tropomyosin	Biology
A midpoint of a thin uniform rod ( A B ) of mass ( m ) and length ( l ) is rigidly fixed to a rotation axle ( O O^{prime} ) as shown in figure above. The rod is set into rotation with a constant angular velocity ( omega . ) If the resultant moment of the centrifugal forces of inertia relative to the point ( boldsymbol{C} ) in the reference frame fixed to the axle OO' and to the rod is given by ( N= ) ( frac{1}{x} m omega^{2} l^{2} sin 2 theta, ) then the value of ( x / 4 ) is :	Physics
Assertion A body on an inclined plane just tends to slide down if the angle of inclination is equal to angle of friction. Reason When the angle of inclination is equal to the angle of friction, the component of weight parallel to the plane is just sufficient to overcome the frictional force. A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion C. Assertion is correct but Reason is incorrect D. Both Assertion and Reason are incorrect	Physics
( left(1+x^{2}right)left(1+y^{2}right)left(1+z^{2}right) ) can be expressed as ( left(1-sum x yright)^{2}+ ) ( left(sum x-x y zright)^{2} . ) If this is true enter 1 else enter 0	Maths
0.1 mole of ( H_{2} ) and 0.2 mole of ( I_{2} ) are made to react in order to attain equilibrium ( boldsymbol{H}_{2}+boldsymbol{I}_{2} rightleftharpoons mathbf{2} boldsymbol{H} boldsymbol{I} . mathrm{At} ) equilirbrium ( 20 % H_{2} ) is converted into ( H I, ) calculate amount of ( H I ) formed	Chemistry
Which of the following monomers gives the polymer neoprene on polymerisation ? A ( cdot C C l_{2}=C C I_{2} ) B . ( C H_{2}=C H C l ) c. ( C H_{2}=C(C l)-C H=C H_{2} ) ( mathbf{D} cdot C F_{2}=C F_{2} )	Chemistry
Answer the following question in one word or one sentence or as per exact requirement of the question. Find the least value of ( f(x)=a x+frac{b}{x} ) where ( a>0, b>0 ) and ( x>0 )	Maths
What is Juxtaglomerular apparatus?	Biology
Who is called as 'father of Indian plant physiology'? A. J. C. Bose B. Calvin c. R. Mishra D. K. K. Nanda	Biology
